PID,Sale_Price
908250030,77029.9296875
908275040,116591.46875
909250220,165173.453125
909251050,156446.625
909252020,146830.4375
909276110,164485.421875
909276200,148742.53125
909278020,128474.65625
909279010,207017.09375
909425060,184558.890625
909428240,218451.46875
909452050,217315.265625
911370500,317671.375
912251110,61109.28515625
914465020,251729.78125
914476020,127951.1953125
916380070,318505.0
916382010,219754.484375
916386140,227004.59375
921128050,408368.28125
923203110,162631.296875
923226270,90257.2734375
923227080,157622.984375
923252075,131443.84375
923275040,164572.96875
923275140,120465.7265625
923276260,151343.90625
526351030,175012.1875
526353050,219699.796875
526354070,187659.875
527106050,170568.828125
527131110,235309.3125
527161010,180160.515625
527163100,184317.375
527164120,199448.609375
527165010,194690.578125
527208010,376950.28125
527226020,157060.734375
527252080,317329.53125
527357110,137689.4375
527378020,159641.84375
527380240,331323.25
527402130,117286.46875
527451060,97962.5078125
527451290,93999.25
527451550,115352.21875
527455270,117032.734375
528102030,401322.6875
528104050,459030.9375
528110110,452257.0625
528118090,471424.71875
528142140,325514.6875
528164060,505831.46875
528172080,264247.375
528178070,384196.90625
528180140,367424.40625
528188150,179615.15625
528228345,224851.484375
528228445,188321.25
528235020,180046.984375
528280180,220467.78125
528315110,341035.0
528326030,299599.78125
528354100,265269.75
528363020,319028.46875
528365060,321055.71875
528365080,281735.5625
528431080,219310.234375
528431120,278906.65625
528478030,256416.734375
528488140,206434.109375
531373060,193521.578125
531375110,157405.171875
531375120,158010.984375
531376010,173643.09375
531382090,170945.640625
531385060,192980.84375
531450030,191882.859375
531450090,170044.671875
531450170,182354.109375
532351050,125514.8125
532354150,139587.515625
533125140,326802.4375
533208140,180299.390625
533213120,165968.015625
533215030,219858.6875
533215070,243483.234375
533215080,254529.046875
533234020,214844.328125
533236060,194150.65625
533236070,195147.09375
533251120,162349.109375
533350120,258061.640625
534177180,256175.015625
534201240,147994.890625
534202130,149039.171875
534225110,125759.359375
534250010,135830.671875
534250410,190075.03125
534252090,179055.71875
534277060,116578.359375
534400060,161876.15625
534403050,140435.0
534477080,117671.2109375
534477270,174231.46875
535105030,136539.78125
535151160,138285.046875
535153140,172948.328125
535180100,139025.015625
535180120,130756.328125
535301080,116503.6640625
535352080,116614.828125
535354200,140599.15625
535380110,91469.6328125
535402120,164343.984375
535425060,173349.5625
535426260,152880.859375
535427070,210396.703125
535451050,111766.5390625
535451230,99958.96875
535453210,145975.125
535455080,113350.8125
535455090,122630.8828125
535456050,108721.328125
535456070,140556.921875
535456100,110944.5703125
535476370,172042.5625
535477090,119782.0390625
902100030,79446.78125
902105010,99613.3359375
902107030,130331.1640625
902201120,101900.34375
902205070,56209.98046875
902207120,82377.6875
902300110,109703.59375
902328040,130363.9921875
902406020,117028.3828125
903204095,104742.40625
903225140,127122.65625
903228040,149986.359375
903231080,118203.3203125
903234100,130071.2734375
903400180,204218.515625
903401030,163712.328125
903481100,85786.359375
904101170,121388.3125
904351280,135116.84375
905102170,125105.9921875
905104080,109787.421875
905107280,146968.984375
905200090,129934.8984375
905300020,136656.765625
905351089,174875.046875
905401045,204808.125
905403060,114062.375
905403150,141983.796875
905452070,110830.15625
905479110,117016.546875
906204280,265793.9375
906412010,363056.875
906475100,183046.84375
907175080,214787.984375
907181120,190845.171875
907187030,187067.359375
907200110,124745.2265625
907202010,152371.546875
907202190,127918.5
907202240,156414.703125
907227050,124454.2265625
907250020,237491.1875
907254020,244972.953125
907262070,185481.171875
907285080,214294.484375
907295020,202278.078125
907418040,200664.3125
907425015,151281.546875
907425035,150970.96875
908103260,128389.640625
908127120,114247.8828125
908154235,386804.625
908204160,84651.5078125
908250040,108179.5859375
908275130,127410.3203125
909100150,116792.1171875
909101180,116503.7734375
909175050,180708.40625
909251080,142419.65625
909253190,90477.5546875
909254050,165141.46875
909256060,112968.015625
909277070,115560.7578125
909451020,119390.0703125
909451150,154888.0
910203020,85366.796875
910206110,105697.6953125
911226030,72785.53125
911370490,317177.03125
916226030,213746.453125
916402015,183397.71875
916402215,188594.78125
916455120,232740.703125
923202015,197468.546875
923203140,160631.59375
923228080,96360.6328125
924100020,172731.078125
1007100110,119123.8046875
526355190,274316.6875
527110080,177465.703125
527161090,194054.75
527163080,163298.34375
527175130,159416.828125
527182170,208683.140625
527212060,381290.3125
527252070,241409.734375
527302020,191698.671875
527302060,195640.171875
527325110,189088.40625
527328020,158777.3125
527359010,165312.125
527402150,129426.3671875
527402240,162216.765625
527403310,147280.765625
527404050,131198.25
527404150,118241.421875
527425140,120880.25
527427160,171074.15625
527453010,147835.625
527455030,138556.1875
528102050,370034.65625
528102120,272070.34375
528104010,380195.59375
528106060,336826.9375
528106110,513508.15625
528118040,424713.1875
528120150,317332.25
528142050,356326.5
528150110,387063.28125
528166150,338184.5625
528168040,289691.375
528172050,245120.65625
528174030,197283.3125
528174040,201682.28125
528181070,220640.0625
528186190,207843.8125
528218050,182155.78125
528221090,187418.59375
528222060,181632.0625
528228270,205315.8125
528228375,238996.90625
528235000,175741.890625
528240020,199835.484375
528250070,208802.796875
528294010,181586.875
528322020,395809.40625
528326060,248738.203125
528327060,457227.78125
528348030,258327.5625
528429090,333945.71875
528431040,439543.5625
528431110,323822.28125
528439050,226430.328125
528439080,231240.25
528456190,210606.28125
528480020,219470.28125
528480180,269081.46875
528482010,253305.703125
528482090,316955.6875
531363040,139258.296875
531376060,188426.15625
531380110,189159.125
531451030,193063.3125
532354060,119476.7421875
532476080,266936.03125
533241030,230470.125
533250190,261083.171875
533252130,204467.375
533254130,179076.71875
534104090,233882.609375
534151090,210075.296875
534151180,244233.484375
534177210,170334.734375
534204120,146613.984375
534252070,102783.734375
534275220,123531.3046875
534276290,105742.2578125
534278150,147634.015625
534278190,119665.4609375
534401120,154606.71875
534429030,101692.8828125
534431020,145418.359375
534475170,164180.75
535102010,154501.484375
535106140,119710.0859375
535126180,191762.3125
535151020,138977.828125
535152060,130625.828125
535155110,141655.265625
535176070,153872.421875
535177020,129492.78125
535179120,120890.1640625
535300040,131470.671875
535301060,140522.203125
535325320,132181.609375
535353130,112195.625
535354050,135016.375
535379060,101905.40625
535379110,139116.25
535426130,191358.40625
535451100,115533.7578125
535452060,130945.9921875
535453150,138556.3125
535457020,160484.46875
535457040,110374.5859375
535478040,131848.21875
902100010,109059.7734375
902110010,102798.3359375
902125120,102771.1796875
902201130,134285.71875
902202070,111205.6875
902301030,132929.609375
902302150,128636.84375
902304040,146987.0625
902401030,152183.78125
903205085,114910.5
903227140,123949.28125
903232100,140676.265625
903233030,126834.2109375
903454090,127493.6875
903457040,164566.234375
903457130,109603.7265625
903475040,115426.9375
903484080,85428.78125
905101070,111462.0
905104030,126042.71875
905105040,115874.2890625
905105170,124178.2265625
905225020,195991.25
905226080,159575.78125
905401020,248526.921875
905475270,106432.2578125
905475520,91125.890625
905480090,92533.109375
906223040,221098.828125
906380010,193196.84375
906380160,199150.015625
906380200,188992.6875
906382020,218733.71875
906394050,179201.953125
906475110,201650.75
907125040,137805.578125
907130060,169343.78125
907131060,163711.703125
907187060,208395.96875
907200190,137425.375
907200270,132314.796875
907202100,124967.8984375
907203060,116677.6796875
907270040,260248.390625
907280090,237924.1875
907285040,257274.046875
907290140,145955.0625
907295040,219314.8125
907410020,179548.875
907414060,189355.671875
907414070,184414.078125
907420050,182835.21875
907420060,177580.484375
908102100,134353.09375
908127070,122783.1328125
908127100,128009.8984375
908152060,132555.53125
908152070,146533.46875
908152180,137576.4375
908152260,151585.40625
908152280,165861.046875
908152290,163366.25
908154205,372319.9375
908204180,87253.8125
908228010,119534.296875
908275200,105324.796875
908275240,108332.2734375
909176080,179145.90625
909176170,138432.5625
909250150,161734.515625
909252150,129317.1640625
909254090,165109.1875
909254100,150607.875
909254150,127697.265625
909256120,120446.3125
909275310,236799.8125
909276210,168035.5625
909281130,262476.71875
909282020,227104.640625
909428180,202215.953125
909455060,162443.890625
909475070,228131.171875
909475230,263578.4375
910200110,140033.78125
910201020,93818.7109375
910206010,63556.81640625
911128010,104479.53125
914452090,174052.78125
914478020,130173.2890625
914478100,146924.984375
916326090,200755.4375
916384070,259328.5
916460020,198815.640625
916475020,271393.71875
917425190,200620.09375
923228290,80941.359375
923275010,146526.046875
923275200,138854.734375
526302120,189225.171875
527107030,182605.90625
527107120,187235.84375
527108010,311528.8125
527108060,309411.5
527163020,174542.296875
527182020,157666.140625
527190050,217175.21875
527212030,445852.25
527216010,443208.96875
527226010,165889.375
527250040,127349.203125
527252090,282757.875
527355060,190018.671875
527375160,192228.5
527376110,180171.859375
527402380,106860.1328125
527403120,108584.859375
527450010,107170.796875
527450080,128258.6953125
528118010,366222.03125
528118020,333506.1875
528142010,286011.8125
528142070,381546.40625
528142110,355714.0
528181030,200479.34375
528188040,186021.296875
528218030,183534.890625
528218130,203928.140625
528218140,232733.84375
528222010,264597.6875
528222020,178148.890625
528228280,187891.9375
528228340,194792.53125
528228360,200167.765625
528228415,184446.09375
528228545,175490.34375
528228565,189567.984375
528240080,228861.390625
528250060,182898.53125
528292080,261215.15625
528294070,229873.953125
528315030,319657.34375
528315070,271099.59375
528358030,336998.5
528429060,248502.28125
528429120,413743.5
528439030,235323.6875
528477030,228544.234375
528480070,263613.875
531452080,180016.078125
532351060,115253.2578125
532351150,123649.9921875
532353030,135590.59375
532376080,118784.1484375
532378160,134320.171875
532378220,123543.3203125
533127080,321481.875
533128030,259045.734375
533128090,272330.96875
533212120,153375.328125
533242030,226528.390625
533252020,166763.84375
533253050,167254.875
534126060,200120.40625
534201260,147529.015625
534275010,130313.015625
534276010,124236.4921875
534403280,155647.78125
534428060,126600.734375
534429130,149854.96875
534430050,112110.6953125
534451120,89570.171875
534453150,125115.40625
534475160,152993.453125
534479300,127359.0546875
535101110,130258.8515625
535125060,224057.359375
535150300,238171.1875
535152070,148990.0
535301150,138411.703125
535303050,148278.4375
535304020,138251.15625
535325130,124785.453125
535325350,132840.265625
535325450,132964.359375
535325460,171188.0625
535327210,145800.796875
535353180,232854.390625
535354130,127327.59375
535376090,117544.6953125
535377070,75474.7265625
535382020,122547.5234375
535382130,155825.265625
535403150,146853.96875
535425040,187447.203125
535425050,138970.0
535450100,142475.890625
535454030,77104.8203125
535456010,125006.875
535457070,137659.640625
902100110,169994.421875
902104020,144610.859375
902109010,101656.9140625
902110120,130681.0234375
902128020,97001.7109375
902206090,123922.328125
902207110,75939.46875
902301120,105734.9921875
902329070,110051.6953125
902401090,92262.765625
903200050,81885.015625
903202120,144338.59375
903206160,170165.0625
903231220,113774.6875
903233100,139700.5625
903233220,126581.5390625
903458010,104553.1875
904100090,155552.65625
905103180,139314.078125
905105010,129394.15625
905107220,160875.359375
905200280,179928.71875
905200290,146247.8125
905202190,253319.9375
905300080,136318.203125
905351045,157504.578125
905426100,187464.703125
905451050,136657.953125
905452150,133571.984375
905477010,100145.59375
906202040,179638.4375
906223180,215422.078125
906380150,170266.6875
906392100,241960.359375
906394060,190826.984375
906475050,156399.78125
906475200,212258.28125
907181090,198899.46875
907201160,150506.640625
907201230,167943.125
907203010,125806.0234375
907230240,141656.34375
907254050,195402.25
907255010,213402.421875
907265030,235464.65625
907270050,269488.75
907410040,196321.4375
907410100,180706.34375
907412010,192087.375
908102020,123036.0859375
908102320,150163.703125
908102330,116494.6640625
908128100,193728.03125
908130020,137740.671875
908188110,132537.3125
908227030,110531.015625
909101330,63501.55859375
909250070,164459.859375
909254070,168706.90625
909275230,161284.59375
909275250,139643.6875
909276010,190863.5625
909281010,237068.25
909282110,201428.75
909426060,248292.859375
909428110,163848.984375
909475020,235857.96875
910203100,67347.53125
910203230,81641.1875
910207110,96115.2890625
911175430,56280.24609375
914476130,155283.640625
916325040,208922.484375
916403020,184728.453125
916403130,252789.5
916477010,345638.625
923203090,165750.203125
923225510,134827.75
923228130,83380.4453125
923228260,82185.28125
923229110,159152.515625
923275080,147671.1875
